pop,rock,country,metal,hip hop,R&B,Dance/Electronic,Folk/Acoustic,easy listening,latin,blues,set(),World/Traditional,jazz,classical,year,popularity
1.0,,,,,,,,,,,,,,,2013,71
1.0,,,,1.0,1.0,,,,,,,,,,2014,67
1.0,1.0,,,,,1.0,,,,,,,,,2014,0
1.0,,,,,,1.0,,,,,,,,,2014,0
1.0,,,,,,,,,,,,,,,2014,62
1.0,,,,1.0,,,,,,,,,,,2013,53
1.0,,,,1.0,,,,,,,,,,,2014,53
1.0,,,,,,,,,,,,,,,2014,0
1.0,,,,,,,,,,,,,,,2015,82
1.0,,,,,,,,,,,,,,,2014,81
1.0,,,,1.0,,,,,,,,,,,2015,81
1.0,,,,,,,,,,,,,,,2015,77
1.0,,,,1.0,,1.0,,,,,,,,,2015,73
1.0,,,,,1.0,,,,,,,,,,2014,76
1.0,1.0,,,,,1.0,,,,,,,,,2015,78
1.0,,,,1.0,,1.0,,,,,,,,,2014,78
1.0,,,,1.0,,1.0,,,,,,,,,2014,75
1.0,,,,,,,,,,,,,,,2015,0
1.0,,,,,,,,,,,,,,,2014,82
1.0,,,,,1.0,,,,,,,,,,2015,84
1.0,1.0,,,,,,,,,,,,,,2015,85
1.0,,,,,,1.0,,,,,,,,,2015,66
1.0,,,,,,1.0,,,,,,,,,2014,85
1.0,,,,1.0,,1.0,,,,,,,,,2014,69
1.0,,,,,,,,,,,,,,,2015,46
1.0,,,,1.0,,,,,,,,,,,2015,71
1.0,,,,,,,,,,,,,,,2015,70
1.0,,,,1.0,,,,,,,,,,,2015,49
1.0,,,,,,1.0,,,,,,,,,2015,76
1.0,,,,1.0,,1.0,,,,,,,,,2015,76
1.0,,,,,,1.0,,,,,,,,,2014,65
1.0,,,,1.0,1.0,,,,,,,,,,2015,62
,1.0,,,,,,,,,,,,,,2015,80
,,,,1.0,,,,,,,,,,,2016,76
1.0,,,,,,1.0,,,,,,,,,2014,33
,1.0,,,,,,,,,,,,,,2015,83
1.0,,,,,,,,,,,,,,,2015,73
,1.0,,,,,,,,,,,,,1.0,2015,63
1.0,,,,,,,,,,,,,,,2014,79
1.0,,,,1.0,,1.0,,,,,,,,,2015,49
1.0,,,,,,1.0,,,,,,,,,2015,48
1.0,,,,,,1.0,,,,,,,,,2015,79
1.0,,,,1.0,,1.0,,,,,,,,,2018,72
1.0,,,,,,,,,,,,,,,2014,78
1.0,,,,,1.0,,,,,,,,,,2015,0
1.0,,,,1.0,,,,,1.0,,,,,,2014,80
1.0,,,,,,1.0,,,,,,,,,2015,74
1.0,,,,1.0,1.0,,,,,,,,,,2015,73
1.0,,,,,,1.0,,,,,,,,,2015,0
1.0,,,,,,,,,,,,,,,2015,79
,,,,1.0,,1.0,,,,,,,,,2015,73
1.0,,,,,,1.0,,,,,,,,,2015,0
1.0,,,,,,,,,,,,,,,2015,64
1.0,,,,,,,,,,,,,,,2017,59
1.0,,,,,,,,,,,,,,,2015,69
1.0,,,,,1.0,,,,,,,,,,2015,72
1.0,,,,1.0,,,,,,,,,,,2015,76
,,,,1.0,,,,,,,,,,,2015,0
1.0,,,,1.0,1.0,,,,,,,,,,2015,71
1.0,1.0,,,,,,1.0,,,,,,,,2016,71
1.0,,,,1.0,,,,,,,,,,,2015,68
1.0,,,,,,1.0,,,,,,,,,2014,66
1.0,,,,,1.0,,,,,,,,,,2014,69
1.0,,,,,,,,,,,,,,,2015,67
1.0,,,,,,1.0,,,,,,,,,2017,73
1.0,,,,1.0,1.0,,,,,,,,,,2015,77
1.0,,,,1.0,1.0,,,,,,,,,,2016,77
1.0,,,,,,,,,,,,,,,2015,64
1.0,,,,,,,,,,,,,,,2015,68
1.0,,,,1.0,,,,,,,,,,,2015,74
1.0,,,,,,,,,,,,,,,2014,74
1.0,,,,,1.0,,,,,,,,,,2015,79
1.0,,,,,1.0,,,,,,,,,,2015,55
1.0,1.0,,,1.0,,,,,,,,,,,2015,75
1.0,,,,,,,,,,,,,,,2015,77
1.0,,,,,,1.0,,,,,,,,,2016,74
,,,1.0,,,,,,,,,,,,2015,83
1.0,,,,,,,,,,,,,,,2015,0
1.0,,,,1.0,,,,,,,,,,,2015,55
1.0,,,,,,,1.0,,,,,,,,2014,81
1.0,,,,,,,,,,,,,,,2014,77
1.0,,,,,1.0,,,,,,,,,,2015,0
1.0,,,,,,,,,,,,,,,2015,66
1.0,,,,1.0,,1.0,,,,,,,,,2015,47
1.0,,,,1.0,,,,,,,,,,,2015,68
1.0,,,,1.0,,,,,,,,,,,2015,75
1.0,,,,,,1.0,,,,,,,,,2016,76
1.0,,,,1.0,1.0,,,,,,,,,,2015,0
,,,,,,1.0,,,,,,,,,2015,71
1.0,,,,,,,,,,,,,,,2015,78
1.0,,,,1.0,,,,,,,,,,,2015,67
1.0,,,,,,,,,,,,,,,2014,64
1.0,,,,,,1.0,,,,,,,,,2015,74
1.0,1.0,,,,,1.0,,,,,,,,,2015,0
1.0,,,,1.0,1.0,,,,,,,,,,2015,78
1.0,,,,1.0,,,,,,,,,,,2015,1
,,,,,1.0,,,,,,,,,,2015,71
1.0,,,,1.0,,1.0,,,,,,,,,2015,0
1.0,,,,,,1.0,,,,,,,,,2015,67
1.0,1.0,,,,,,,,,,,,,,2015,0
1.0,,,,,,1.0,,,,,,,,,2018,66
1.0,,,,,,,,,,,,,,,2015,80
1.0,,,,,,,,,,,,,,,2014,79
1.0,,,,,,,,,,,,,,,2015,1
1.0,,,,,,,,,,,,,,,2015,77
1.0,,,,,,1.0,,,,,,,,,2015,55
1.0,,,,,,,,,,,,,,,2015,70
,,,,,,,,,1.0,,,,,,2017,51
1.0,,,,,1.0,,,,,,,,,,2016,0
1.0,,,,1.0,1.0,,,,,,,,,,2016,84
1.0,,,,,,,,,,,,,,,2015,0
1.0,,,,,,1.0,,,,,,,,,2016,83
1.0,,,,,1.0,,,,,,,,,,2015,1
1.0,,,,1.0,,,,,,,,,,,2016,70
,,,,,,1.0,,,,,,,,,2016,72
1.0,,,,,,,,,,,,,,,2016,67
1.0,,,,,,,,,,,,,,,2016,70
1.0,,,,1.0,1.0,,,,,,,,,,2016,75
1.0,1.0,,,,,,,,,,,,,,2015,82
1.0,,,,,,,,,,,,,,,2015,80
1.0,,,,,,,,,,,,,,,2016,76
1.0,,,,,1.0,1.0,,,,,,,,,2015,86
1.0,,,,1.0,,,,,,,,,,,2016,67
1.0,,,,1.0,,,,,,,,,,,2015,77
1.0,,,,1.0,,1.0,,,,,,,,,2016,68
1.0,1.0,,,,,1.0,,,,,,,,,2016,0
1.0,,,,1.0,,,,,,,,,,,2016,75
,1.0,,,,,,,,,,,,,,2016,80
1.0,,,,1.0,,,,,,,,,,,2016,74
1.0,,,,,,1.0,,,,,,,,,2016,67
1.0,,,,,,1.0,,,,,,,,,2016,79
1.0,,,,1.0,,1.0,,,,,,,,,2016,62
1.0,,,,,,1.0,,,,,,,,,2016,51
1.0,,,,1.0,,,,,,,,,,,2016,70
1.0,,,,,,1.0,,,,,,,,,2016,0
1.0,,,,,,,,,,,,,,,2017,69
1.0,,,,,,,,,,,,,,,2017,65
1.0,,,,,,1.0,,,,,,,,,2016,76
,,,,,,1.0,,,,,,,,,2018,78
1.0,,,,,,1.0,,,,,,,,,2016,0
1.0,,,,1.0,,1.0,,,,,,,,,2016,81
1.0,,,,1.0,,1.0,,,,,,,,,2016,79
1.0,,,,1.0,,1.0,,,,,,,,,2016,77
1.0,,,,1.0,,,,,,,,,,,2016,69
1.0,,,,1.0,1.0,,,,,,,,,,2016,80
1.0,,,,,,,,,,,,,,,2016,0
1.0,,,,,,1.0,,,,,,,,,2016,71
1.0,,,,,,,,,,,,,,,2015,73
1.0,,,,,,,,,,,,,,,2015,69
1.0,,,,1.0,,1.0,,,,,,,,,2016,74
1.0,1.0,,,,,,,,,,,,,,2016,64
,1.0,,,,,,,,,,,,,,2015,80
1.0,,,,1.0,,,,,,,,,,,2015,76
1.0,,,,,,,,,,,,,,,2016,0
1.0,,,,,,1.0,,,,,,,,,2016,57
1.0,,,,,,,,,,,,,,,2016,79
1.0,,,,,,1.0,,,,,,,,,2016,0
1.0,,,,,,,,,1.0,,,,,,2016,68
,,,,,,1.0,,,,,,,,,2015,45
1.0,,,,,,1.0,,,,,,,,,2016,70
1.0,,,,1.0,1.0,,,,,,,,,,2016,0
1.0,,,,,,,,,,,,,,,2016,3
1.0,,,,,,,,,,,,,,,2017,82
1.0,,,,1.0,1.0,,,,,,,,,,2016,73
1.0,1.0,,,,,,,,,,,,,,2015,76
1.0,,,,,,1.0,,,,,,,,,2016,0
1.0,,,,,1.0,,,,,,,,,,2016,69
1.0,1.0,,,1.0,,,,,,,,,,,2015,75
1.0,,,,,,,,,,,,,,,2016,79
,,,,,,1.0,,,,,,,,,2016,55
1.0,,,,1.0,,1.0,,,,,,,,,2016,51
1.0,1.0,,,,,1.0,,,,,,,,,2015,55
1.0,,,,,,1.0,,,,,,,,,2016,0
1.0,,,,,,,,,,,,,,,2016,75
1.0,,,,1.0,1.0,,,,,,,,,,2016,63
1.0,,,,,,1.0,,,,,,,,,2016,59
1.0,,,,,1.0,,,,,,,,,,2016,66
1.0,,,,1.0,,1.0,,,,,,,,,2016,0
1.0,,,,,,1.0,,,,,,,,,2015,46
1.0,,,,1.0,1.0,,,,,,,,,,2015,72
1.0,,,,,,,,,,,,,,,2016,62
1.0,,,,,,,,,,,,,,,2016,69
1.0,,,,,,1.0,,,,,,,,,2016,0
1.0,,,,1.0,,1.0,,,,,,,,,2016,0
1.0,,,,,,1.0,,,,,,,,,2015,73
1.0,,,,1.0,1.0,,,,,,,,,,2016,0
1.0,,,,,,,,,,,,,,,2016,68
1.0,,,,1.0,1.0,,,,,,,,,,2015,78
1.0,,,,1.0,,1.0,,,,,,,,,2016,63
1.0,,,,,,1.0,,,,,,,,,2016,60
1.0,,,,,,1.0,,,,,,,,,2015,1
,,,,,,1.0,,,,,,,,,2016,0
1.0,1.0,,,,,,,,,,,,,,2016,65
1.0,,,,,,,,,,,,,,,2016,68
1.0,,,,1.0,1.0,,,,,,,,,,2016,62
1.0,,,,1.0,,,,,,,,,,,2016,77
1.0,,,,1.0,,,,,,,,,,,2016,63
1.0,,,,,,,,,,,,,,,2016,62
1.0,1.0,,,,,1.0,,,,,,,,,2016,1
,,,,1.0,,,,,,,,,,,2016,63
,,,,,,1.0,,,,,,,,,2016,53
1.0,,,,1.0,1.0,,,,,,,,,,2015,76
1.0,,,,,,1.0,,,,,,,,,2016,66
1.0,,,,,1.0,,,,,,,,,,2016,67
1.0,,,,,,,,,,,,,,,2017,1
1.0,,,,,,,1.0,,,,,,,,2016,0
1.0,,,,1.0,1.0,,,,,,,,,,2016,79
1.0,,,,1.0,1.0,,,,,,,,,,2016,74
1.0,,,,,,,,,,,,,,,2017,84
1.0,,,,1.0,,,,,,,,,,,2018,84
1.0,,,,,,,,,1.0,,,,,,2017,0
1.0,,,,,,,,,,,,,,,2017,79
1.0,,,,,,1.0,,,,,,,,,2016,75
1.0,,,,,,,,,,,,,,,2017,1
,1.0,,,,,,,,,,,,,,2017,1
1.0,,,,,,,,,,,,,,,2018,68
1.0,,,,,,1.0,,,,,,,,,2017,83
1.0,,,,,,,,,,,,,,,2017,85
,1.0,,,,,,,,,,,,,,2018,81
,,,,1.0,,1.0,,,,,,,,,2016,83
1.0,,,,,,1.0,,,,,,,,,2017,84
1.0,,,,1.0,,,,,,,,,,,2017,79
1.0,,,,1.0,,,,,,,,,,,2017,0
1.0,,,,,,,,,,,,,,,2017,0
1.0,,,,1.0,,,,,,,,,,,2016,75
,,,,1.0,,,,,,,,,,,2017,77
1.0,,,,1.0,,,,,,,,,,,2017,74
1.0,,,,1.0,,,,,,,,,,,2017,82
,,,,1.0,,,,,,,,,,,2017,74
1.0,,,,,,1.0,,,,,,,,,2017,0
1.0,,,,,,1.0,,,,,,,,,2017,77
,,,,,,,,,1.0,,,,,,2017,53
1.0,,,,1.0,,1.0,,,,,,,,,2016,1
1.0,,,,1.0,,,,,,,,,,,2016,75
1.0,,,,,,1.0,,,,,,,,,2017,67
,,,,1.0,,1.0,,,,,,,,,2017,0
1.0,,,,1.0,,,,,,,,,,,2017,69
,,,,1.0,,,,,,,,,,,2017,81
,1.0,,,,,,,,,,,,,,2017,80
,,,,1.0,,,,,,,,,,,2016,76
1.0,,,,1.0,,,,,,,,,,,2017,75
1.0,,,,1.0,,,,,,,,,,,2017,0
,,,,1.0,,,,,,,,,,,2017,77
1.0,,,,,,,1.0,,,,,,,,2017,80
1.0,,,,1.0,,1.0,,,,,,,,,2017,58
,1.0,,,,,,,,,,,,,,2017,1
1.0,,,,,,,,,1.0,,,,,,2017,74
,,,,1.0,,,,,,,,,,,2017,0
1.0,,,,,,,,,,,,,,,2017,69
1.0,,,,,,,,,,,,,,,2017,0
1.0,,,,,,1.0,,,,,,,,,2017,62
1.0,,,,,,1.0,,,,,,,,,2017,57
,,,,,1.0,,,,,,,,,,2017,76
1.0,,,,1.0,,1.0,,,,,,,,,2017,4
,,,,1.0,,,,,,,,,,,2017,64
1.0,,,,,,,,,,,,,,,2017,76
1.0,,,,,,,,,1.0,,,,,,2017,70
,,,,1.0,,,,,,,,,,,2017,51
,,,,1.0,,,,,,,,,,,2017,0
,,,,1.0,,,,,,,,,,,2017,0
,,,,1.0,,,,,,,,,,,2017,83
1.0,,,,1.0,,,,,,,,,,,2017,72
1.0,,,,1.0,,,,,,,,,,,2017,67
1.0,,,,,,1.0,,,,,,,,,2017,77
1.0,,,,,,1.0,,,,,,,,,2017,51
1.0,,,,,,1.0,,,,,,,,,2016,0
1.0,,,,,,,,,,,,,,,2017,73
1.0,,,,1.0,,1.0,,,,,,,,,2017,67
1.0,,,,1.0,,,,,,,,,,,2017,68
1.0,,,,,,,,,,,,,,,2017,0
1.0,,,,1.0,,,,,,,,,,,2017,63
1.0,,,,,,,,,,,,,,,2017,73
1.0,,,,,,,,,,,,,,,2017,61
1.0,,,,1.0,,,,,,,,,,,2017,59
,,,,,1.0,,,,,,,,,,2017,67
1.0,,,,,,1.0,,,,,,,,,2017,57
1.0,,,,1.0,,,,,,,,,,,2017,72
,,,,1.0,,,,,,,,,,,2016,81
1.0,,,,,,1.0,,,,,,,,,2017,77
1.0,,,,,,1.0,,,,,,,,,2017,0
1.0,,,,,,,,,,,,,,,2017,69
,,,,,,,,,,,1.0,,,,2016,57
1.0,,,,1.0,,1.0,,,,,,,,,2017,79
1.0,,,,1.0,,,,,,,,,,,2017,64
1.0,,,,,,,,,,,,,,,2017,64
1.0,1.0,,,,,,,,,,,,,,2017,61
1.0,,,,1.0,,,,,,,,,,,2017,74
1.0,,,,,,1.0,,,,,,,,,2019,47
1.0,,,,,,,,,,,,,,,2017,1
1.0,,,,1.0,1.0,,,,,,,,,,2017,0
1.0,,,,,,,,,,,,,,,2017,0
1.0,,,,,,1.0,,,,,,,,,2016,0
1.0,,,,,1.0,,,,,,,,,,2016,76
1.0,,,,1.0,,,,,,,,,,,2017,71
1.0,,,,,,1.0,,,,,,,,,2016,48
,1.0,,,,,,,,,,,,,,2017,0
1.0,,,,,,,,,,,,,,,2017,0
1.0,,,,,,,,,1.0,,,,,,2017,0
1.0,,,,,,,,,,,,,,,2017,61
1.0,,,,,1.0,,,,,,,,,,2016,78
1.0,,,,,,1.0,,,,,,,,,2017,73
1.0,,,,1.0,,,,,,,,,,,2017,71
1.0,,,,,,,,,,,,,,,2017,0
1.0,,,,,,1.0,,,,,,,,,2017,53
1.0,,,,,,1.0,,,,,,,,,2017,68
1.0,,,,,,,,,,,,,,,2016,78
1.0,,,,,,1.0,,,,,,,,,2017,8
1.0,,,,,,1.0,,,,,,,,,2017,75
1.0,,,,1.0,1.0,,,,,,,,,,2018,81
,,,,1.0,,,,,,,,,,,2018,83
1.0,,,,1.0,,,,,,,,,,,2017,80
1.0,,,,1.0,,,,,,,,,,,2017,75
1.0,,,,,,1.0,,,,,,,,,2018,78
,,,,1.0,,,,,,,,,,,2018,84
1.0,,,,1.0,,1.0,,,,,,,,,2018,80
1.0,,,,,,1.0,,,,,,,,,2018,78
1.0,,,,1.0,,,,,,,,,,,2018,79
,,,,1.0,,,,,,,,,,,2018,82
1.0,,,,,,,,,,,,,,,2018,77
,,,,1.0,,,,,,,,,,,2018,77
1.0,,,,1.0,,1.0,,,,,,,,,2018,81
1.0,,,,1.0,,,,,,,,,,,2018,73
,,,,1.0,,1.0,,,,,,,,,2018,81
,1.0,,,,,,,,,,,,,,2018,80
1.0,,,,1.0,,1.0,,,,,,,,,2018,76
1.0,,,,,,1.0,,,,,,,,,2018,71
1.0,,,,,1.0,,,,,,,,,,2018,69
1.0,,,,,,1.0,,,,,,,,,2018,86
1.0,,,,1.0,,,,,,,,,,,2018,75
1.0,,,,,,1.0,,,,,,,,,2018,71
1.0,,,,1.0,1.0,,,,,,,,,,2018,77
,,,,1.0,,,,,,,,,,,2018,42
1.0,,,,,1.0,,,,,,,,,,2018,80
,,,,,,,,,1.0,,,,,,2018,76
1.0,,,,1.0,,,,,,,,,,,2018,72
,,,,,,,,,1.0,,,,,,2019,74
,,,,1.0,,,,,,,,,,,2018,82
1.0,,,,,,,,,1.0,,,,,,2018,69
1.0,,,,1.0,,,,,,,,,,,2017,71
,,,,1.0,,,,,,,,,,,2018,63
1.0,,,,1.0,,1.0,,,,,,,,,2017,58
1.0,,,,,,1.0,,,,,,,,,2018,69
1.0,,,,1.0,,,,,,,,,,,2018,71
1.0,,,,1.0,,,,,,,,,,,2018,72
,,,,1.0,,,,,,,,,,,2018,80
1.0,,,,1.0,,,,,,,,,,,2018,69
1.0,,,,1.0,,,,,,,,,,,2017,64
1.0,,,,,,,,,,,,,,,2018,78
1.0,,,,1.0,,,,,,,,,,,2018,66
,,,,,,,,,,,1.0,,,,2018,67
1.0,,,,,,,,,,,,,,,2017,74
1.0,1.0,,,,,1.0,,,,,,,,,2018,82
1.0,,,,,,,,,,,,,,,2017,78
1.0,,,,,,1.0,,,,,,,,,2018,72
1.0,1.0,,,,,,,,,,,,,,2017,70
1.0,,,,,,,,,1.0,,,,,,2018,65
1.0,,,,,,1.0,,,,,,,,,2017,80
1.0,,,,,,,,,,,,,,,2018,69
1.0,,,,,,1.0,,,,,,,,,2017,0
1.0,,,,,,,,,,,,,,,2018,62
1.0,,,,1.0,,,,,,,,,,,2017,79
,,,,1.0,,,,,,,,,,,2018,79
,,,,,,,,,1.0,,,,,,2018,69
1.0,,,,1.0,,,,,,,,,,,2018,72
,,,,1.0,,,,,,,,,,,2018,79
1.0,,,,,,1.0,,,,,,,,,2018,70
1.0,,,,1.0,,1.0,,,,,,,,,2018,59
,,,,,,,,,1.0,,,,,,2018,72
1.0,,,,,,,,,,,,,,,2018,72
,,,,1.0,,,,,,,,,,,2018,80
1.0,,,,1.0,,,,,,,,,,,2018,73
,,,,1.0,,,,,,,,,,,2017,72
1.0,,,,,,1.0,,,,,,,,,2018,82
1.0,,,,,,,,,,,,,,,2018,79
1.0,,,,,,,,,,,,,,,2018,67
1.0,,,,1.0,,,,,,,,,,,2018,72
1.0,,,,1.0,,,,,,,,,,,2018,68
1.0,,,,1.0,1.0,,,,,,,,,,2018,75
,,,,1.0,,1.0,,,,,,,,,2018,60
1.0,,,,,,,,,,,,,,,2018,64
1.0,,,,,,,,,1.0,,,,,,2018,1
1.0,,,,1.0,,,,,,,,,,,2018,75
1.0,,,,,,,,,1.0,,,,,,2017,62
1.0,,,,,,1.0,,,,,,,,,2017,65
1.0,,,,1.0,,1.0,,,,,,,,,2017,63
,,,,,,1.0,,,,,,,,,2018,56
1.0,,,,1.0,1.0,,,,,,,,,,2018,72
,,,,,,,,,1.0,,,,,,2018,71
1.0,,,,1.0,,,,,,,,,,,2018,67
1.0,,,,,,1.0,,,,,,,,,2018,80
1.0,,,,,,,,,,,,,,,2017,74
1.0,1.0,,,,,1.0,,,,,,,,,2018,71
,,,,,,,,1.0,,,,,,,2017,72
1.0,,,,,,1.0,,,,,,,,,2017,72
1.0,,,,1.0,1.0,,,,,,,,,,2018,68
1.0,,,,,,,,,,,,,,,2018,74
1.0,,,,,,1.0,,,,,,,,,2018,54
1.0,,,,,,,,,,,,,,,2017,78
1.0,1.0,,,,,,,,,,,,,,2018,56
1.0,,,,,,1.0,,,,,,,,,2018,75
1.0,,,,1.0,,,,,,,,,,,2018,70
1.0,,,,,,1.0,,,,,,,,,2018,81
1.0,,,,,,1.0,,,,,,,,,2018,73
1.0,,,,,,,,,,,,,,,2018,73
1.0,,,,,1.0,,,,,,,,,,2018,73
1.0,,,,1.0,1.0,,,,,,,,,,2018,77
,,,,1.0,,,,,,,,,,,2017,80
,,,,1.0,,,,,,,,,,,2018,77
1.0,,,,1.0,,,,,,,,,,,2019,79
1.0,,,,,,1.0,,,,,,,,,2019,83
1.0,,,,,,,,,,,,,,,2019,78
1.0,,,,,,,,,,,,,,,2019,83
,,,,1.0,,,,,,,,,,,2019,79
,,,,,,1.0,,,,,,,,,2019,84
1.0,,,,,,1.0,,,,,,,,,2018,77
1.0,,,,,,1.0,,,,,,,,,2019,81
1.0,,,,,,,,,,,,,,,2018,82
1.0,,,,,,,,,,,,,,,2018,79
1.0,,,,,,,,,,,,,,,2019,84
1.0,,,,1.0,,1.0,,,,,,,,,2019,60
1.0,,,,1.0,,,,,,,,,,,2019,75
,,,,1.0,,,,,,,,,,,2019,0
,,,,1.0,,,,,,,,,,,2018,77
,,,,,,,,,1.0,,,,,,2019,79
1.0,1.0,,,,,1.0,,,,,,,,,2018,82
1.0,,,,,,,,,,,,,,,2019,1
1.0,,,,1.0,,,,,,,,,,,2019,68
1.0,,,,,,1.0,,,,,,,,,2019,75
1.0,,,,,,,,,,,,,,,2019,63
,,,,1.0,,1.0,,,,,,,,,2018,81
1.0,,,,,,1.0,,,,,,,,,2019,0
1.0,,,,,,,,,,,,,,,2019,80
1.0,,,,1.0,,1.0,,,,,,,,,2019,70
,,,,1.0,,,,,,,,,,,2018,73
1.0,,,,1.0,1.0,,,,,,,,,,2019,71
,,,,1.0,,,,,,,,,,,2019,78
1.0,,,,,,,,,,,,,,,2019,69
1.0,,,,,,1.0,,,,,,,,,2018,86
1.0,,,,,,1.0,,,,,,,,,2019,77
1.0,,,,1.0,,,,,,,,,,,2019,76
1.0,,,,1.0,,,,,,,,,,,2018,78
,,,,1.0,,,,,,,,,,,2019,79
1.0,,,,,,,,,,,,,,,2019,57
,,,,1.0,,,,,,,,,,,2018,75
1.0,,,,1.0,,,,,,,,,,,2019,72
,,,,1.0,,1.0,,,1.0,,,,,,2019,72
1.0,,,,1.0,1.0,,,,,,,,,,2019,76
1.0,,,,1.0,,,,,,,,,,,2019,71
,,,,,,,,,1.0,,,,,,2018,77
,,,,1.0,,,,,,,,,,,2019,78
,,,,1.0,,,,,,,,,,,2019,53
,,,,1.0,,,,,,,,,,,2018,78
1.0,,,,1.0,,,,,,,,,,,2019,69
,,,,,,,,,1.0,,,,,,2019,76
1.0,,,,,,,,,,,,,,,2019,65
1.0,,,,1.0,,,,,,,,,,,2019,69
1.0,,,,1.0,,,,,,,,,,,2018,73
1.0,,,,,,,,,,,,,,,2019,76
,,,,1.0,,,,,,,,,,,2019,78
1.0,,,,,,,,,,,,,,,2018,7
1.0,,,,,,,,,,,,,,,2019,79
,,,,1.0,,,,,,,,,,,2019,61
1.0,,,,1.0,,1.0,,,,,,,,,2019,73
1.0,,,,,,,,,,,,,,,2019,66
1.0,,,,1.0,,,,,,,,,,,2019,73
,,,,1.0,,1.0,,,,,,,,,2019,64
1.0,,,,,,,,,,,,,,,2019,78
1.0,,,,,,,,,,,,,,,2019,77
,,,,,,,,,1.0,,,,,,2019,81
1.0,,,,,,,,,,,,,,,2019,4
1.0,,,,,,,,,1.0,,,,,,2018,74
,,,,1.0,,,,,,,,,,,2019,80
1.0,,,,,,,,,1.0,,,,,,2019,70
1.0,,,,,1.0,,,,,,,,,,2018,70
,,,,1.0,,,,,,,,,,,2018,1
,,,,1.0,,,,,,,,,,,2019,72
,,,,1.0,,1.0,,,,,,,,,2019,69
1.0,,,,,,1.0,,,,,,,,,2019,75
1.0,,,,,,,,,,,,,,,2019,35
,,,,1.0,,1.0,,,,,,,,,2019,64
1.0,,,,,,,,,,,,,,,2019,71
1.0,,,,,,,,,,,,,,,2019,1
1.0,,,,,,1.0,,,,,,,,,2019,71
,,,,1.0,,,,,,,,,,,2019,80
,,,,,,,,,,,1.0,,,,2019,57
1.0,1.0,,,,,,,,,,,,,,2018,78
1.0,,,,,,1.0,,,,,,,,,2019,64
1.0,,,,1.0,1.0,,,,,,,,,,2019,69
,,,,,,,,,1.0,,,,,,2019,75
1.0,,,,,,1.0,,,,,,,,,2019,69
1.0,,,,1.0,1.0,,,,,,,,,,2019,74
,,,,,,,,,1.0,,,,,,2019,71
,,,,1.0,,,,,,,,,,,2018,80
1.0,,,,,,,,,,,,,,,2019,64
1.0,,,,,,1.0,,,,,,,,,2019,2
1.0,,,,1.0,,,,,,,,,,,2019,69
,1.0,,,,,,,,,,,,,,2018,80
1.0,,,,,,1.0,,,,,,,,,2019,73
1.0,,,,,,,,,,,,,,,2019,73
,,,,1.0,,,,,,,,1.0,,,2020,57
1.0,,,,,1.0,,,,,,,,,,2019,71
1.0,,,,,,1.0,,,,,,,,,2019,63
,,,,1.0,,,,,,,,,,,2019,1
1.0,,,,,,,,,,,,,,,2019,79
1.0,,,,,,,,,,,,,,,2019,78
,,1.0,,1.0,,,,,,,,,,,2019,69
1.0,,,,,,,,,,,,,,,2019,75
,,,,1.0,,,,,,,,,,,2019,85
